"","species","chemical","formula","iupac"
"14792","Amelanchier alnifolia","acy","C69H116O6","[(2R)-1-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropan-2-yl] (Z)-tetracos-15-enoate"
"14793","Amelanchier alnifolia","acy","C69H114O6","[(2S)-1-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxypropan-2-yl] (Z)-tetracos-15-enoate"
"14794","Amelanchier alnifolia","acy","C71H118O6","[(2S)-1-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxypropan-2-yl] (Z)-tetracos-15-enoate"
"14795","Amelanchier alnifolia","acy","C71H116O6","[(2S)-1-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxypropan-2-yl] (Z)-tetracos-15-enoate"
"14796","Amelanchier alnifolia","acy","C67H122O5","[(2R)-1-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-octadecoxypropan-2-yl] (Z)-tetracos-15-enoate"
"14797","Amelanchier alnifolia","acy","C65H106O6","[3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14798","Amelanchier alnifolia","acy","C65H104O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14799","Amelanchier alnifolia","acy","C61H100O6","[(2R)-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14800","Amelanchier alnifolia","acy","C61H98O6","[(2S)-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14801","Amelanchier alnifolia","acy","C63H102O6","[(2R)-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14802","Amelanchier alnifolia","acy","C63H100O6","[(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14803","Amelanchier alnifolia","acy","C66H106O6","[3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-2-[(9Z,12Z)-nonadeca-9,12-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14804","Amelanchier alnifolia","acy","C65H102O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14805","Amelanchier alnifolia","acy","C61H108O5","[(2R)-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-3-octadecoxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14806","Amelanchier alnifolia","acy","C65H104O6","[3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-2-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14807","Amelanchier alnifolia","acy","C65H102O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-2-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14808","Amelanchier alnifolia","acy","C61H98O6","[(2R)-2-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14809","Amelanchier alnifolia","acy","C61H96O6","[(2S)-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-2-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14810","Amelanchier alnifolia","acy","C63H100O6","[(2R)-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-2-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14811","Amelanchier alnifolia","acy","C63H98O6","[(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-2-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14812","Amelanchier alnifolia","acy","C65H102O6","[(2S)-3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-2-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14813","Amelanchier alnifolia","acy","C65H100O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-2-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14814","Amelanchier alnifolia","acy","C61H106O5","[(2R)-2-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxy-3-octadecoxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14815","Amelanchier alnifolia","acy","C67H110O6","[3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14816","Amelanchier alnifolia","acy","C67H108O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14817","Amelanchier alnifolia","acy","C63H104O6","[(2R)-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14818","Amelanchier alnifolia","acy","C63H102O6","[(2S)-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14819","Amelanchier alnifolia","acy","C65H106O6","[(2R)-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14820","Amelanchier alnifolia","acy","C65H104O6","[(2S)-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14821","Amelanchier alnifolia","acy","C67H108O6","[(2S)-3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14822","Amelanchier alnifolia","acy","C67H106O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14823","Amelanchier alnifolia","acy","C63H112O5","[(2R)-2-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-octadecoxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14824","Amelanchier alnifolia","acy","C67H108O6","[3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14825","Amelanchier alnifolia","acy","C67H106O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14826","Amelanchier alnifolia","acy","C63H102O6","[(2R)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14827","Amelanchier alnifolia","acy","C63H100O6","[(2S)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14828","Amelanchier alnifolia","acy","C65H104O6","[(2R)-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14829","Amelanchier alnifolia","acy","C65H102O6","[(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14830","Amelanchier alnifolia","acy","C67H106O6","[(2S)-3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14831","Amelanchier alnifolia","acy","C67H104O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14832","Amelanchier alnifolia","acy","C63H110O5","[(2R)-2-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-octadecoxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14833","Amelanchier alnifolia","acy","C67H106O6","[3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14834","Amelanchier alnifolia","acy","C67H104O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14835","Amelanchier alnifolia","acy","C63H100O6","[(2R)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14836","Amelanchier alnifolia","acy","C63H98O6","[(2S)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14837","Amelanchier alnifolia","acy","C65H102O6","[(2R)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14838","Amelanchier alnifolia","acy","C65H100O6","[(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14839","Amelanchier alnifolia","acy","C67H104O6","[(2S)-3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14840","Amelanchier alnifolia","acy","C67H102O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14841","Amelanchier alnifolia","acy","C63H108O5","[(2R)-2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-octadecoxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14842","Amelanchier alnifolia","acy","C69H114O6","1,3-bis[[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy]propan-2-yl (13Z,16Z)-docosa-13,16-dienoate"
"14843","Amelanchier alnifolia","acy","C69H112O6","[(2S)-1-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"14844","Amelanchier alnifolia","acy","C65H108O6","[(2R)-1-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"14845","Amelanchier alnifolia","acy","C65H106O6","[(2S)-1-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"14846","Amelanchier alnifolia","acy","C67H110O6","[(2R)-1-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"14847","Amelanchier alnifolia","acy","C67H108O6","[(2S)-1-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"14848","Amelanchier alnifolia","acy","C69H112O6","[(2S)-1-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"14849","Amelanchier alnifolia","acy","C69H110O6","[(2S)-1-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"14850","Amelanchier alnifolia","acy","C65H116O5","[(2R)-1-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-octadecoxypropan-2-yl] (13Z,16Z)-docosa-13,16-dienoate"
"14851","Amelanchier alnifolia","acy","C69H110O6","2,3-bis[[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy]propyl (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14852","Amelanchier alnifolia","acy","C69H108O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14853","Amelanchier alnifolia","acy","C65H104O6","[(2R)-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14854","Amelanchier alnifolia","acy","C65H102O6","[(2S)-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14855","Amelanchier alnifolia","acy","C67H106O6","[(2R)-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14856","Amelanchier alnifolia","acy","C67H104O6","[(2S)-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14857","Amelanchier alnifolia","acy","C69H108O6","[(2S)-3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14858","Amelanchier alnifolia","acy","C69H106O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14859","Amelanchier alnifolia","acy","C65H112O5","[(2R)-2-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-3-octadecoxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14860","Amelanchier alnifolia","acy","C69H108O6","[2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14861","Amelanchier alnifolia","acy","C69H106O6","[(2S)-2,3-bis[[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy]propyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14862","Amelanchier alnifolia","acy","C65H102O6","[(2R)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14863","Amelanchier alnifolia","acy","C65H100O6","[(2S)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14864","Amelanchier alnifolia","acy","C67H104O6","[(2R)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14865","Amelanchier alnifolia","acy","C67H102O6","[(2S)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14866","Amelanchier alnifolia","acy","C69H106O6","[(2S)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14867","Amelanchier alnifolia","acy","C69H104O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14868","Amelanchier alnifolia","acy","C65H110O5","[(2R)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-octadecoxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14869","Amelanchier alnifolia","acy","C65H104O6","[3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14870","Amelanchier alnifolia","acy","C65H102O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14871","Amelanchier alnifolia","acy","C61H98O6","[(2R)-2,3-bis[[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy]propyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14872","Amelanchier alnifolia","acy","C61H96O6","[(2S)-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14873","Amelanchier alnifolia","acy","C63H100O6","[(2R)-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14874","Amelanchier alnifolia","acy","C63H98O6","[(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14875","Amelanchier alnifolia","acy","C65H102O6","[(2S)-3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14876","Amelanchier alnifolia","acy","C65H100O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14877","Amelanchier alnifolia","acy","C61H106O5","[(2R)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-octadecoxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14878","Amelanchier alnifolia","acy","C65H102O6","[3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl]oxy-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14879","Amelanchier alnifolia","acy","C65H100O6","[(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14880","Amelanchier alnifolia","acy","C61H96O6","[(2R)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14881","Amelanchier alnifolia","acy","C61H94O6","[(2S)-2,3-bis[[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy]propyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"14882","Amelanchier alnifolia","acy","C63H98O6","[(2R)-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
